wardpc,wardname,province,district,alt_name,districtpc,provincepc,integrity
142705,5,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
170403,3,Midlands,Gweru,,1704,17,Old ward
170524,24,Midlands,Kwekwe,,1705,17,Old ward
170517,17,Midlands,Kwekwe,,1705,17,Old ward
170514,14,Midlands,Kwekwe,,1705,17,Old ward
150505,5,Matabeleland North,Nkayi,,1505,15,Old ward
142702,2,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
142708,8,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
142706,6,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
142707,7,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
130821,21,Mashonaland East,Seke,,1308,13,Old ward
142709,9,Mashonaland West,Mhondoro-Ngezi,,1427,14,Old ward
130107,7,Mashonaland East,Chikomba,,1301,13,Old ward
170119,19,Midlands,Chirumhanzu,,1701,17,Old ward
170413,13,Midlands,Gweru,,1704,17,Old ward
170116,16,Midlands,Chirumhanzu,,1701,17,Old ward
170414,14,Midlands,Gweru,,1704,17,Old ward
170113,13,Midlands,Chirumhanzu,,1701,17,Old ward
172204,4,Midlands,Kwekwe Urban,,1722,17,Old ward
172203,3,Midlands,Kwekwe Urban,,1722,17,Old ward
172211,11,Midlands,Kwekwe Urban,,1722,17,Old ward
172202,2,Midlands,Kwekwe Urban,,1722,17,Old ward
172208,8,Midlands,Kwekwe Urban,,1722,17,Old ward
170112,12,Midlands,Chirumhanzu,,1701,17,Old ward
170410,10,Midlands,Gweru,,1704,17,Old ward
170122,22,Midlands,Chirumhanzu,,1701,17,New ward
172206,6,Midlands,Kwekwe Urban,,1722,17,Old ward
172205,5,Midlands,Kwekwe Urban,,1722,17,Old ward
172210,10,Midlands,Kwekwe Urban,,1722,17,Old ward
130110,10,Mashonaland East,Chikomba,,1301,13,New ward
130106,6,Mashonaland East,Chikomba,,1301,13,Old ward
180410,10,Masvingo,Gutu,,1804,18,Old ward
110106,6,Manicaland,Buhera,,1101,11,Old ward
130109,9,Mashonaland East,Chikomba,,1301,13,New ward
130104,4,Mashonaland East,Chikomba,,1301,13,Old ward
180404,4,Masvingo,Gutu,,1804,18,Old ward
112111,11,Manicaland,Mutare Urban,,1121,11,New ward
112105,5,Manicaland,Mutare Urban,,1121,11,New ward
112101,1,Manicaland,Mutare Urban,,1121,11,New ward
180402,2,Masvingo,Gutu,,1804,18,Old ward
110102,2,Manicaland,Buhera,,1101,11,Old ward
110104,4,Manicaland,Buhera,,1101,11,Old ward
110113,13,Manicaland,Buhera,,1101,11,Old ward
110131,31,Manicaland,Buhera,,1101,11,Old ward
130305,5,Mashonaland East,Hwedza,,1303,13,Old ward
112116,16,Manicaland,Mutare Urban,,1121,11,New ward
112114,14,Manicaland,Mutare Urban,,1121,11,New ward
110534,34,Manicaland,Mutare,,1105,11,New ward
110411,11,Manicaland,Makoni,,1104,11,Old ward
110416,16,Manicaland,Makoni,,1104,11,Old ward
110430,30,Manicaland,Makoni,,1104,11,Old ward
110417,17,Manicaland,Makoni,,1104,11,Old ward
110423,23,Manicaland,Makoni,,1104,11,Old ward
110422,22,Manicaland,Makoni,,1104,11,Old ward
110615,15,Manicaland,Mutasa,,1106,11,Old ward
110617,17,Manicaland,Mutasa,,1106,11,Old ward
110619,19,Manicaland,Mutasa,,1106,11,Old ward
130301,1,Mashonaland East,Hwedza,,1303,13,Old ward
130102,2,Mashonaland East,Chikomba,,1301,13,Old ward
110627,27,Manicaland,Mutasa,,1106,11,Old ward
110608,8,Manicaland,Mutasa,,1106,11,Old ward
110616,16,Manicaland,Mutasa,,1106,11,Old ward
110426,26,Manicaland,Makoni,,1104,11,Old ward
150309,9,Matabeleland North,Hwange,,1503,15,Old ward
152101,1,Matabeleland North,Hwange Urban,,1521,15,Old ward
142101,1,Mashonaland West,Chinhoyi,,1421,14,Old ward
142102,2,Mashonaland West,Chinhoyi,,1421,14,Old ward
110414,14,Manicaland,Makoni,,1104,11,Old ward
130303,3,Mashonaland East,Hwedza,,1303,13,Old ward
130302,2,Mashonaland East,Hwedza,,1303,13,Old ward
130407,7,Mashonaland East,Marondera,,1304,13,Old ward
130315,15,Mashonaland East,Hwedza,,1303,13,New ward
130309,9,Mashonaland East,Hwedza,,1303,13,Old ward
152103,3,Matabeleland North,Hwange Urban,,1521,15,Old ward
152106,6,Matabeleland North,Hwange Urban,,1521,15,Old ward
130304,4,Mashonaland East,Hwedza,,1303,13,Old ward
130103,3,Mashonaland East,Chikomba,,1301,13,Old ward
130308,8,Mashonaland East,Hwedza,,1303,13,Old ward
130307,7,Mashonaland East,Hwedza,,1303,13,Old ward
110424,24,Manicaland,Makoni,,1104,11,Old ward
130123,23,Mashonaland East,Chikomba,,1301,13,Old ward
130311,11,Mashonaland East,Hwedza,,1303,13,Old ward
130105,5,Mashonaland East,Chikomba,,1301,13,Old ward
130125,25,Mashonaland East,Chikomba,,1301,13,Old ward
130122,22,Mashonaland East,Chikomba,,1301,13,Old ward
130128,28,Mashonaland East,Chikomba,,1301,13,Old ward
130130,30,Mashonaland East,Chikomba,,1301,13,Old ward
130121,21,Mashonaland East,Chikomba,,1301,13,Old ward
130117,17,Mashonaland East,Chikomba,,1301,13,Old ward
130127,27,Mashonaland East,Chikomba,,1301,13,Old ward
110108,8,Manicaland,Buhera,,1101,11,Old ward
130118,18,Mashonaland East,Chikomba,,1301,13,Old ward
130116,16,Mashonaland East,Chikomba,,1301,13,Old ward
130120,20,Mashonaland East,Chikomba,,1301,13,Old ward
130126,26,Mashonaland East,Chikomba,,1301,13,Old ward
130119,19,Mashonaland East,Chikomba,,1301,13,Old ward
130114,14,Mashonaland East,Chikomba,,1301,13,Old ward
130112,12,Mashonaland East,Chikomba,,1301,13,New ward
130111,11,Mashonaland East,Chikomba,,1301,13,?
110110,10,Manicaland,Buhera,,1101,11,Old ward
110103,3,Manicaland,Buhera,,1101,11,Old ward
110109,9,Manicaland,Buhera,,1101,11,Old ward
110101,1,Manicaland,Buhera,,1101,11,Old ward
110111,11,Manicaland,Buhera,,1101,11,Old ward
110105,5,Manicaland,Buhera,,1101,11,Old ward
152111,11,Matabeleland North,Hwange Urban,,1521,15,Old ward
152113,13,Matabeleland North,Hwange Urban,,1521,15,New ward
152114,14,Matabeleland North,Hwange Urban,,1521,15,Old ward
152112,12,Matabeleland North,Hwange Urban,,1521,15,Old ward
110117,17,Manicaland,Buhera,,1101,11,Old ward
110116,16,Manicaland,Buhera,,1101,11,Old ward
110503,3,Manicaland,Mutare,,1105,11,Old ward
112113,13,Manicaland,Mutare Urban,,1121,11,New ward
170316,16,Midlands,Gokwe South,,1703,17,Old ward
172906,6,Midlands,Gokwe South Urban,,1729,17,Old ward
110114,14,Manicaland,Buhera,,1101,11,Old ward
110531,31,Manicaland,Mutare,,1105,11,Old ward
110502,2,Manicaland,Mutare,,1105,11,Old ward
112112,12,Manicaland,Mutare Urban,,1121,11,New ward
172903,3,Midlands,Gokwe South Urban,,1729,17,Old ward
172901,1,Midlands,Gokwe South Urban,,1729,17,Old ward
110115,15,Manicaland,Buhera,,1101,11,Old ward
152105,5,Matabeleland North,Hwange Urban,,1521,15,Old ward
150313,13,Matabeleland North,Hwange,,1503,15,Old ward
150320,20,Matabeleland North,Hwange,,1503,15,New ward
110107,7,Manicaland,Buhera,,1101,11,Old ward
112206,6,Manicaland,Rusape,,1122,11,New ward
110610,10,Manicaland,Mutasa,,1106,11,Old ward
170304,4,Midlands,Gokwe South,,1703,17,Old ward
170322,22,Midlands,Gokwe South,,1703,17,Old ward
110618,18,Manicaland,Mutasa,,1106,11,Old ward
110418,18,Manicaland,Makoni,,1104,11,Old ward
110501,1,Manicaland,Mutare,,1105,11,Old ward
110626,26,Manicaland,Mutasa,,1106,11,Old ward
110620,20,Manicaland,Mutasa,,1106,11,Old ward
110624,24,Manicaland,Mutasa,,1106,11,Old ward
110623,23,Manicaland,Mutasa,,1106,11,Old ward
110621,21,Manicaland,Mutasa,,1106,11,Old ward
110625,25,Manicaland,Mutasa,,1106,11,Old ward
110622,22,Manicaland,Mutasa,,1106,11,Old ward
110535,35,Manicaland,Mutare,,1105,11,New ward
110505,5,Manicaland,Mutare,,1105,11,Old ward
112115,15,Manicaland,Mutare Urban,,1121,11,New ward
110533,33,Manicaland,Mutare,,1105,11,New ward
110510,10,Manicaland,Mutare,,1105,11,Old ward
110511,11,Manicaland,Mutare,,1105,11,Old ward
110512,12,Manicaland,Mutare,,1105,11,Old ward
110516,16,Manicaland,Mutare,,1105,11,Old ward
110523,23,Manicaland,Mutare,,1105,11,Old ward
110513,13,Manicaland,Mutare,,1105,11,Old ward
112103,3,Manicaland,Mutare Urban,,1121,11,New ward
170301,1,Midlands,Gokwe South,,1703,17,Old ward
170321,21,Midlands,Gokwe South,,1703,17,Old ward
110520,20,Manicaland,Mutare,,1105,11,Old ward
110517,17,Manicaland,Mutare,,1105,11,Old ward
110518,18,Manicaland,Mutare,,1105,11,Old ward
110536,36,Manicaland,Mutare,,1105,11,New ward
112102,2,Manicaland,Mutare Urban,,1121,11,New ward
112104,4,Manicaland,Mutare Urban,,1121,11,New ward
112108,8,Manicaland,Mutare Urban,,1121,11,New ward
112109,9,Manicaland,Mutare Urban,,1121,11,New ward
110526,26,Manicaland,Mutare,,1105,11,Old ward
112118,18,Manicaland,Mutare Urban,,1121,11,New ward
170329,29,Midlands,Gokwe South,,1703,17,Old ward
170303,3,Midlands,Gokwe South,,1703,17,Old ward
110527,27,Manicaland,Mutare,,1105,11,Old ward
110504,4,Manicaland,Mutare,,1105,11,Old ward
112110,10,Manicaland,Mutare Urban,,1121,11,New ward
112119,19,Manicaland,Mutare Urban,,1121,11,New ward
150403,3,Matabeleland North,Lupane,,1504,15,Old ward
172905,5,Midlands,Gokwe South Urban,,1729,17,Old ward
110508,8,Manicaland,Mutare,,1105,11,Old ward
110532,32,Manicaland,Mutare,,1105,11,New ward
172904,4,Midlands,Gokwe South Urban,,1729,17,Old ward
172902,2,Midlands,Gokwe South Urban,,1729,17,Old ward
170313,13,Midlands,Gokwe South,,1703,17,Old ward
110515,15,Manicaland,Mutare,,1105,11,Old ward
110514,14,Manicaland,Mutare,,1105,11,Old ward
110521,21,Manicaland,Mutare,,1105,11,Old ward
112205,5,Manicaland,Rusape,,1122,11,New ward
112202,2,Manicaland,Rusape,,1122,11,New ward
112203,3,Manicaland,Rusape,,1122,11,New ward
110429,29,Manicaland,Makoni,,1104,11,Old ward
142812,12,Mashonaland West,Sanyati,,1428,14,New ward
142810,10,Mashonaland West,Sanyati,,1428,14,New ward
142807,7,Mashonaland West,Sanyati,,1428,14,New ward
142808,8,Mashonaland West,Sanyati,,1428,14,Old ward
142806,6,Mashonaland West,Sanyati,,1428,14,New ward
142809,9,Mashonaland West,Sanyati,,1428,14,New ward
142803,3,Mashonaland West,Sanyati,,1428,14,New ward
142805,5,Mashonaland West,Sanyati,,1428,14,New ward
170333,33,Midlands,Gokwe South,,1703,17,New ward
170323,23,Midlands,Gokwe South,,1703,17,Old ward
142811,11,Mashonaland West,Sanyati,,1428,14,New ward
170226,26,Midlands,Gokwe North,,1702,17,Old ward
132101,1,Mashonaland East,Marondera Urban,,1321,13,New ward
132102,2,Mashonaland East,Marondera Urban,,1321,13,New ward
110427,27,Manicaland,Makoni,,1104,11,Old ward
152208,8,Matabeleland North,Victoria Falls,,1522,15,Old ward
152206,6,Matabeleland North,Victoria Falls,,1522,15,Old ward
152207,7,Matabeleland North,Victoria Falls,,1522,15,Old ward
152209,9,Matabeleland North,Victoria Falls,,1522,15,Old ward
152201,1,Matabeleland North,Victoria Falls,,1522,15,Old ward
152202,2,Matabeleland North,Victoria Falls,,1522,15,Old ward
150303,3,Matabeleland North,Hwange,,1503,15,Old ward
150302,2,Matabeleland North,Hwange,,1503,15,Old ward
142505,5,Mashonaland West,Norton,,1425,14,Old ward
142508,8,Mashonaland West,Norton,,1425,14,?
150305,5,Matabeleland North,Hwange,,1503,15,Old ward
152107,7,Matabeleland North,Hwange Urban,,1521,15,Old ward
150108,8,Matabeleland North,Binga,,1501,15,Old ward
150107,7,Matabeleland North,Binga,,1501,15,Old ward
150110,10,Matabeleland North,Binga,,1501,15,Old ward
150109,9,Matabeleland North,Binga,,1501,15,Old ward
152115,15,Matabeleland North,Hwange Urban,,1521,15,Old ward
150116,16,Matabeleland North,Binga,,1501,15,Old ward
150118,18,Matabeleland North,Binga,,1501,15,Old ward
150125,25,Matabeleland North,Binga,,1501,15,New ward
150312,12,Matabeleland North,Hwange,,1503,15,Old ward
152110,10,Matabeleland North,Hwange Urban,,1521,15,Old ward
142507,7,Mashonaland West,Norton,,1425,14,Old ward
142513,13,Mashonaland West,Norton,,1425,14,New ward
150314,14,Matabeleland North,Hwange,,1503,15,Old ward
142509,9,Mashonaland West,Norton,,1425,14,Old ward
140316,16,Mashonaland West,Kadoma Urban,,1403,14,Old ward
150120,20,Matabeleland North,Binga,,1501,15,Old ward
150112,12,Matabeleland North,Binga,,1501,15,Old ward
170308,8,Midlands,Gokwe South,,1703,17,Old ward
140512,12,Mashonaland West,Makonde,,1405,14,Boundary adjusted
140612,12,Mashonaland West,Zvimba,,1406,14,Old ward
140514,14,Mashonaland West,Makonde,,1405,14,Old ward
140610,10,Mashonaland West,Zvimba,,1406,14,Old ward
140611,11,Mashonaland West,Zvimba,,1406,14,Old ward
170230,30,Midlands,Gokwe North,,1702,17,Old ward
170201,1,Midlands,Gokwe North,,1702,17,Old ward
170307,7,Midlands,Gokwe South,,1703,17,Old ward
170310,10,Midlands,Gokwe South,,1703,17,Old ward
142818,18,Mashonaland West,Sanyati,,1428,14,New ward
170507,7,Midlands,Kwekwe,,1705,17,Old ward
170207,7,Midlands,Gokwe North,,1702,17,Old ward
170233,33,Midlands,Gokwe North,,1702,17,New ward
170213,13,Midlands,Gokwe North,,1702,17,Old ward
170224,24,Midlands,Gokwe North,,1702,17,Old ward
170234,34,Midlands,Gokwe North,,1702,17,New ward
170209,9,Midlands,Gokwe North,,1702,17,Old ward
170311,11,Midlands,Gokwe South,,1703,17,Old ward
170212,12,Midlands,Gokwe North,,1702,17,Old ward
170211,11,Midlands,Gokwe North,,1702,17,Old ward
170210,10,Midlands,Gokwe North,,1702,17,Old ward
170317,17,Midlands,Gokwe South,,1703,17,Old ward
140515,15,Mashonaland West,Makonde,,1405,14,Old ward
142815,15,Mashonaland West,Sanyati,,1428,14,New ward
142817,17,Mashonaland West,Sanyati,,1428,14,Old ward
170225,25,Midlands,Gokwe North,,1702,17,Old ward
170208,8,Midlands,Gokwe North,,1702,17,Old ward
